sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,small_image,thumbnail_image,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
ASP-B9,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 9"" Base Cabinet-9""Wx24""Dx34 1/2""H","Aspen White- 9"" Base Cabinet it measures 9""WX24""DX34.5""H",30,1,0,"Catalog, Search",358.51,154.1593,,,"aspen-white-9""-base-cabinet-9""wx24""dx34-1/2""h-asp-b9""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""5""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B12,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 12"" Base Cabinet-12""WX24""dX34 1/2""H","Aspen White- 12"" Base Cabinet it measures12""WX24""DX34.5""H",32,1,0,"Catalog, Search",387.95,166.8185,,,"aspen-white-12""-base-cabinet-12""wx24""dx34-1/2""h-asp-b12""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""10""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B15,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 15"" Base Cabinet-16""WX24""DX34 1/2""H","Aspen White- 15"" Base Cabinet it measures 15""WX24""DX34.5""H",34,1,0,"Catalog, Search",413.87,177.9641,,,"aspen-white-15""-base-cabinet-16""wx24""dx34-1/2""h-asp-b15""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""15""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B18,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 18"" Base Cabinet-18""WX24""DX34 1/2""H","Aspen White- 18"" Base Cabinet it measures 18""WX24""DX34.5""H",36,1,0,"Catalog, Search",428.95,184.4485,,,"aspen-white-18""-base-cabinet-18""wx24""dx34-1/2""h-asp-b18""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""20""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B21,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 21"" Base Cabinet-21""WX24""DX34 1/2""H","Aspen White- 21"" Base Cabinet it measures 21""WX24""DX34.5""H",38,1,0,"Catalog, Search",475.73,204.5639,,,"aspen-white-21""-base-cabinet-21""wx24""dx34-1/2""h-asp-b21""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""25""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B24,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 24"" Base Cabinet-24""WX24""DX34 1/2""H","Aspen White- 24"" Base Cabinet it measures 24""WX24""DX34.5""H",40,1,0,"Catalog, Search",522.14,224.5202,,,"aspen-white-24""-base-cabinet-24""wx24""dx34-1/2""h-asp-b24""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""30""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B27,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 27"" Base Cabinet-27""WX24""DX34 1/2""H","Aspen White- 27"" Base Cabinet it measures 27""WX24""DX34.5""H",42,1,0,"Catalog, Search",568.51,244.4593,,,"aspen-white-27""-base-cabinet-27""wx24""dx34-1/2""h-asp-b27""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""35""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B30,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 30"" Base Cabinet-30""WX24""DX34 1/2""H","Aspen White- 30"" Base Cabinet it measures 30""WX24""DX34.5""H",44,1,0,"Catalog, Search",645.41,277.5263,,,"aspen-white-30""-base-cabinet-30""wx24""dx34-1/2""h-asp-b30""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""40""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B33,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 33"" Base Cabinet-33""WX24""DX 341/2""H","Aspen White- 33"" Base Cabinet it measures 33""WX24""DX34.5""H",46,1,0,"Catalog, Search",673.47,289.5921,,,"aspen-white-33""-base-cabinet-33""wx24""dx-341/2""h-asp-b33""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""45""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 36"" Base Cabinet-36""WX24'DX 34 1/2""H","Aspen White- 36"" Base Cabinet it measures 36""WX34""DX34.5""H",48,1,0,"Catalog, Search",706.4,303.752,,,"aspen-white-36""-base-cabinet-36""wx24'dx-34-1/2""h-asp-b36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""50""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B39,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 39"" Base Cabinet-39""WX24""DX34 1/2""H","Aspen White- 39"" Base Cabinet it measures 39""WX24""DX34.5""H",50,1,0,"Catalog, Search",754.15,324.2845,,,"aspen-white-39""-base-cabinet-39""wx24""dx34-1/2""h-asp-b39""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""55""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B42,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 42"" Base Cabinet-42""WX24""DX34 1/2""H","Aspen White- 42"" Base Cabinet it measures 42""WX24""DX34.5""H",52,1,0,"Catalog, Search",778.4,334.712,,,"aspen-white-42""-base-cabinet-42""wx24""dx34-1/2""h-asp-b42""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""60""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-B48,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- 48"" Base Cabinet-48""WX24""DX34 1/2""H","Aspen White- 48"" Base Cabinet it measures 48""WX24""DX34.5""H",54,1,0,"Catalog, Search",833.28,358.3104,,,"aspen-white-48""-base-cabinet-48""wx24""dx34-1/2""h-asp-b48""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""65""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-BA24,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,Aspen White- Base Angle Cabinet,Aspen White- Base Angle Cabinet it has 1 full depth adjustable shelf,35,1,0,"Catalog, Search",579.47,249.1721,,,"aspen-white-base-angle-cabinet-asp-ba24""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""70""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-BBC36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Blind Corner Base Unit-36""HX24""DX34 1/2""H","Aspen White- Blind Corner Base Unit it measures36""WX24""DX34.5""H may be used as Right ofr Left set up",58,1,0,"Catalog, Search",629.16,270.5388,,,"aspen-white-blind-corner-base-unit-36""hx24""dx34-1/2""h-asp-bbc36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""75""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-BSD6,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,Aspen White- Base Spice Cabinet,"Aspen White- Base Spice Cabinet it measures 6""WX24""DX34.5""H",18,1,0,"Catalog, Search",412.61,177.4223,,,"aspen-white-base-spice-cabinet-asp-bsd6""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""80""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-CDB36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Corner 3 Drawer Base-36""WX24""DX34 1/2""H","Aspen White- Corner 3 D Base Cabinet it measures36x34 1/2""H",38,1,0,"Catalog, Search",935.76,402.3768,,,"aspen-white-corner-3-drawer-base-36""wx24""dx34-1/2""h-asp-cdb36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""85""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DB12,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Three Drawer Base-12""WX24""DX34 1/2""H","Aspen White- Three Drawer Base 12"" it measures 12""WX24""DX34.5""H has 3 Drawers",32,1,0,"Catalog, Search",684.39,294.2877,,,"aspen-white-three-drawer-base-12""wx24""dx34-1/2""h-asp-db12""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""90""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DB15,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Three Drawer Base-15""WX24""DX34 1/2""H","Aspen White- Three Drawer Base 15"" it measures 15""WX24""DX34.5""H has 3 drawers",34,1,0,"Catalog, Search",709.04,304.8872,,,"aspen-white-three-drawer-base-15""wx24""dx34-1/2""h-asp-db15""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""95""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DB18,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Three Drawer Base-18""WX24""DX34 1/2""H","Aspen White- Three Drawer Base 18"" it measures 18""WX24""DX34.5""H has 3 Drawers",36,1,0,"Catalog, Search",723.66,311.1738,,,"aspen-white-three-drawer-base-18""wx24""dx34-1/2""h-asp-db18""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""100""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DB21,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Three Drawer Base-21""WX24""DX34 1/2""H","Aspen White- Three Drawer Base  21"" it measures 21""WX24""DX34.5""H has 3 drawers",38,1,0,"Catalog, Search",782.5,336.475,,,"aspen-white-three-drawer-base-21""wx24""dx34-1/2""h-asp-db21""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""105""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DB24,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Three Drawer Base-24""WX24""DX34 1/2""H","Aspen White- Three Drawer Base  24"" it measures 24""WX24""DX34.5""H has 3 Drawers",40,1,0,"Catalog, Search",832.61,358.0223,,,"aspen-white-three-drawer-base-24""wx24""dx34-1/2""h-asp-db24""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""110""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DB30,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Three Drawer Base-30""WX24""DX34 1/2""H","Aspen White- Three Drawer Base 30""  it measures 30""WX24""WX34.5""H has 3 Drawers ",42,1,0,"Catalog, Search",994.43,427.6049,,,"aspen-white-three-drawer-base-30""wx24""dx34-1/2""h-asp-db30""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""115""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DB36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Three Drawer Base-36""WX24""DX34 1/2""H","Aspen White- Three Drawer Base 36""  it measures 36""WX24""DX34.5""H has 3 Drawers",48,1,0,"Catalog, Search",1131.86,486.6998,,,"aspen-white-three-drawer-base-36""wx24""dx34-1/2""h-asp-db36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""120""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-DCSB36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Diagonal Sink Base 36""","Aspen White- Diagonal Sink Base 36"" it measures 36""WX24""DX34.5""H has no Shelves or Drawers",36,1,0,"Catalog, Search",521.43,224.2149,,,"aspen-white-diagonal-sink-base-36""-asp-dcsb36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""125""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-LS3612,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Lazy Susan Corner Base 36""","Aspen White- Lazy Susan Corner Base 36"" it measures 36""W24""DX34.5""H has turntable inside",60,1,0,"Catalog, Search",1127.36,484.7648,,,"aspen-white-lazy-susan-corner-base-36""-asp-ls3612""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""130""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-SB36,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Sink Base 36""-36""WX24""DX34 1/2""H","Aspen White- Sink Base 36"" it measures 36""WX24""DX34.5""H",44,1,0,"Catalog, Search",659.9,283.757,,,"aspen-white-sink-base-36""-36""wx24""dx34-1/2""h-asp-sb36""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""135""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-TB09,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Base Cabinets,,"Aspen White- Full Height Door Base 9""-9""WX24""DX34 1/2""H","Aspen White- Full Height Door Base 9"" it measures 9""WX24""DX34.5""H has no Drawer",30,1,0,"Catalog, Search",358.51,154.1593,,,"aspen-white-full-height-door-base-9""-9""wx24""dx34-1/2""h-asp-tb09""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""140""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MW3030,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Microwave Shelf Cabinet 30""x30""","Aspen White- Microwave Shelf Cabinet 30""x30"" it measures 30""WX18'DX30""H designed for counter installation has 2 doors",22,1,0,"Catalog, Search",530.92,228.2956,,,"aspen-white-microwave-shelf-cabinet-30""x30""-asp-mw3030""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""145""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MW3036,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Microwave Shelf Cabinet 30""x36""","Aspen White- Microwave Shelf Cabinet 30""x36"" it measures 30""WX18'DX36""H designed for counter installation has 2 doors",24,1,0,"Catalog, Search",559.4,240.542,,,"aspen-white-microwave-shelf-cabinet-30""x36""-asp-mw3036""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""150""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-MW3042,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Microwave Shelf Cabinet 30""x42""","Aspen White- Microwave Shelf Cabinet 30""x42"" it measures 30""WX18'DX42""H designed for counter installation has 2 doors",26,1,0,"Catalog, Search",599.63,257.8409,,,"aspen-white-microwave-shelf-cabinet-30""x42""-asp-mw3042""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""155""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W0930,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Walll Cabinet 9""x30""","Aspen White- Walll Cabinet 9""x30"" it measures 9""WX12""DX30""H and has 2 shelves",28,1,0,"Catalog, Search",223.19,95.9717,,,"aspen-white-walll-cabinet-9""x30""-asp-w0930""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""160""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W0936,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 9""x36""","Aspen White- Walll Cabinet 9""x30"" it measures 9""WX12""DX36""H and has 2 shelves",30,1,0,"Catalog, Search",253.3,108.919,,,"aspen-white-wall-cabinet-9""x36""-asp-w0936""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""165""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W0942,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet9""x42""","Aspen White- Walll Cabinet 9""x30"" it measures 9""WX12""DX42""H and has 3 shelves",32,1,0,"Catalog, Search",278.04,119.5572,,,"aspen-white-wall-cabinet9""x42""-asp-w0942""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""170""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1212BG,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Beveled Glass 12""x12""","Aspen White- Beveled Glass 12""x12"" it measures 12""WX12""DX12""H with Glass Door",16,1,0,"Catalog, Search",245.62,105.6166,,,"aspen-white-beveled-glass-12""x12""-asp-w1212bg""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""175""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1230,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Walll Cabinet 12""x30""","Aspen White- Walll Cabinet 12""x30"" it measures 12""WX12""DX30""H has 2 Shelves",30,1,0,"Catalog, Search",260.86,112.1698,,,"aspen-white-walll-cabinet-12""x30""-asp-w1230""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""180""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
