sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,small_image,thumbnail_image,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
ASP-W1236,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Walll Cabinet 12""x36""","Aspen White- Walll Cabinet 12""x36"" it measures 12""WX12""DX36""H has 2 Shelves",32,1,0,"Catalog, Search",304.42,130.9006,,,"aspen-white-walll-cabinet-12""x36""-asp-w1236""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""185""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1242,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Walll Cabinet 12""x42""","Aspen White- Walll Cabinet 12""x42"" it measures 12""WX12""DX42""H has 3 Shelves",34,1,0,"Catalog, Search",330.62,142.1666,,,"aspen-white-walll-cabinet-12""x42""-asp-w1242""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""190""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1512BG,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Beveled Glass 15""x12""","Aspen White- Beveled Glass 15""x12"" it measures 15""WX12""DX12""H has Glass Doors",18,1,0,"Catalog, Search",253.05,108.8115,,,"aspen-white-beveled-glass-15""x12""-asp-w1512bg""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""195""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1530,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 15""x30""","Aspen White- Wall Cabinet 15""x30"" it measures 15""WX12""DX30""H has 2 shelves",32,1,0,"Catalog, Search",298.91,128.5313,,,"aspen-white-wall-cabinet-15""x30""-asp-w1530""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""200""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1536,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 15""x36""","Aspen White- Wall Cabinet 15""x36"" it measures 15""WX12""DX36""H has 2 shelves",34,1,0,"Catalog, Search",353.6,152.048,,,"aspen-white-wall-cabinet-15""x36""-asp-w1536""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""205""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1542,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 15""x42""","Aspen White- Wall Cabinet 15""x42"" it measures 15""WX12""DX42""H has 3 shelves",36,1,0,"Catalog, Search",381.11,163.8773,,,"aspen-white-wall-cabinet-15""x42""-asp-w1542""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""210""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1812BG,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Beveled  Glass 18""x12""","Aspen White- Beveled  Glass 18""x12"" it measures 18""WX12""DX12""H with Glass Door",20,1,0,"Catalog, Search",266.66,114.6638,,,"aspen-white-beveled-glass-18""x12""-asp-w1812bg""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""215""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1830,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 18""x30""","Aspen White- Wall Cabinet 18""x30"" it measures 18""WX12""DX30""H with 2 shelves",34,1,0,"Catalog, Search",345.83,148.7069,,,"aspen-white-wall-cabinet-18""x30""-asp-w1830""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""220""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1836,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall cabinent 18""x36""","Aspen White- Wall Cabinet 18""x36"" it measures 18""WX12""DX36""H with 2 shelves",36,1,0,"Catalog, Search",402.82,173.2126,,,"aspen-white-wall-cabinent-18""x36""-asp-w1836""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""225""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W1842,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 18""x42""","Aspen White- Wall Cabinet 18""x42"" it measures 18""WX12""DX42""H with 3 shelves",38,1,0,"Catalog, Search",434.83,186.9769,,,"aspen-white-wall-cabinet-18""x42""-asp-w1842""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""230""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2112BG,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,Aspen White- Wall Cabinet Bevveled Glass,"Aspen White- Beveled  Glass 21""x12"" it measures 21""WX12""DX12""H with Glass Door",22,1,0,"Catalog, Search",307.82,132.3626,,,"aspen-white-wall-cabinet-bevveled-glass-asp-w2112bg""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""235""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2130,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 21""x30""","Aspen White- Wall Cabinet 21""x30"" it measures 21""WX12""DX30""H with 2 Shelves",36,1,0,"Catalog, Search",389.38,167.4334,,,"aspen-white-wall-cabinet-21""x30""-asp-w2130""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""240""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2136,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 21""x36""","Aspen White- Wall Cabinet 21""x36"" it measures 21""WX12""DX36""H with 2 Shelves",38,1,0,"Catalog, Search",444.49,191.1307,,,"aspen-white-wall-cabinet-21""x36""-asp-w2136""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""245""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2142,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 21""x42""","Aspen White- Wall Cabinet 21""x42"" it measures 21""WX12""DX42""H with 3 Shelves",40,1,0,"Catalog, Search",489.68,210.5624,,,"aspen-white-wall-cabinet-21""x42""-asp-w2142""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""250""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2412BG,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,Aspen White- Wall Cabinet Beveled glass,"Aspen White- Beveled  Glass 24""x12"" it measures 24""WX12""DX12""H with Glass Door",24,1,0,"Catalog, Search",329.28,141.5904,,,"aspen-white-wall-cabinet-beveled-glass-asp-w2412bg""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""255""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2430,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 24""x30""","Aspen White- Wall Cabinet 24""x30"" it measures 24""WX12""DX30""H with 2 Shelves",38,1,0,"Catalog, Search",440.5,189.415,,,"aspen-white-wall-cabinet-24""x30""-asp-w2430""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""260""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2436,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 24""x36""","Aspen White- Wall Cabinet 24""x36"" it measures 24""WX12""DX36""H with 2 Shelves",40,1,0,"Catalog, Search",500.98,215.4214,,,"aspen-white-wall-cabinet-24""x36""-asp-w2436""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""265""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2442,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 24""x42""","Aspen White- Wall Cabinet 24""x42"" it measures 24""WX12""DX42""H with 3 Shelves",42,1,0,"Catalog, Search",550.7,236.801,,,"aspen-white-wall-cabinet-24""x42""-asp-w2442""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""270""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2712BG,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,Aspen White- Wall Cabinet Beveled Glass-,"Aspen White- Beveled  Glass 27""x12"" it measures 27""WX12""DX12""H with Glass Door",24,1,0,"Catalog, Search",345.03,148.3629,,,"aspen-white-wall-cabinet-beveled-glass-asp-w2712bg""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""275""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2730,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 27""x30""","Aspen White- Wall Cabinet 27""x30"" it measures 27""WX12""DX30""H has 2 Shelves",40,1,0,"Catalog, Search",476.49,204.8907,,,"aspen-white-wall-cabinet-27""x30""-asp-w2730""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""280""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2736,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 27""x36""","Aspen White- Wall Cabinet 27""x36"" it measures 27""WX12""DX36""H has 2 Shelves",42,1,0,"Catalog, Search",543.02,233.4986,,,"aspen-white-wall-cabinet-27""x36""-asp-w2736""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""285""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W2742,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 27""x42""","Aspen White- Wall Cabinet 27""x42"" it measures 27""WX12""DX42""H has 3 Shelves",44,1,0,"Catalog, Search",766.08,329.4144,,,"aspen-white-wall-cabinet-27""x42""-asp-w2742""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""290""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3012,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 30""x12""","Aspen White- Wall Cabinet 30""x12"" it measures 30""WX12""DX12""H has 2 Doors",30,1,0,"Catalog, Search",303.58,130.5394,,,"aspen-white-wall-cabinet-30""x12""-asp-w3012""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""295""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3012BG,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,Aspen White- Wall Cabinet Beveled Glass,"Aspen White- Beveled  Glass 30""x12"" it measures 30""WX12""DX12""H with Glass Door",31,1,0,"Catalog, Search",354.31,152.3533,,,"aspen-white-wall-cabinet-beveled-glass-asp-w3012bg""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""300""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3015,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 30""x15""","Aspen White- Wall Cabinet 30""x15"" it measures 30""WX12""DX15""H has 2 Doors",32,1,0,"Catalog, Search",365.44,157.1392,,,"aspen-white-wall-cabinet-30""x15""-asp-w3015""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""305""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3018,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 30""x18""","Aspen White- Wall Cabinet 30""x18"" it measures 30""WX12""DX18""H has 2 Doors",34,1,0,"Catalog, Search",406.27,174.6961,,,"aspen-white-wall-cabinet-30""x18""-asp-w3018""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""310""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3021,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 30""x21""","Aspen White- Wall Cabinet 30""x21"" it measures 30""WX12""DX21""H has 2 Doors",36,1,0,"Catalog, Search",449.53,193.2979,,,"aspen-white-wall-cabinet-30""x21""-asp-w3021""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""315""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3024,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 30""x24""","Aspen White- Wall Cabinet 30""x24"" it measures 30""WX12""DX24""H has 2 Doors",38,1,0,"Catalog, Search",478.17,205.6131,,,"aspen-white-wall-cabinet-30""x24""-asp-w3024""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""320""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3030,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 30""x30""","Aspen White- Wall Cabinet 30""x30"" it measures 30""WX12""DX30""H has 2 Doors",42,1,0,"Catalog, Search",517.94,222.7142,,,"aspen-white-wall-cabinet-30""x30""-asp-w3030""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""325""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3036,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 30""x36""","Aspen White- Wall Cabinet 30""x36"" it measures 30""WX12""DX36""H has 2 Doors",44,1,0,"Catalog, Search",571.16,245.5988,,,"aspen-white-wall-cabinet-30""x36""-asp-w3036""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""330""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3042,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 30""x42""","Aspen White- Wall Cabinet 30""x42"" it measures 30""WX12""DX42""H has 3 Doors",46,1,0,"Catalog, Search",838.91,360.7313,,,"aspen-white-wall-cabinet-30""x42""-asp-w3042""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""335""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3312BG,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,Aspen White- Wall Cabinet Beveled  Glass,"Aspen White- Beveled  Glass 33""x12"" it measures 33""WX12""DX12""H with Glass Door",26,1,0,"Catalog, Search",369.44,158.8592,,,"aspen-white-wall-cabinet-beveled-glass-asp-w3312bg""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""340""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3312,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 33""x12""","Aspen White- Wall Cabinet 33""x12"" it measures 33""WX12""DX12""H has 2 Doors ",32,1,0,"Catalog, Search",338.31,145.4733,,,"aspen-white-wall-cabinet-33""x12""-asp-w3312""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""345""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3315,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White-Wall Cabinet 33""x15""","Aspen White- Wall Cabinet 33""x15"" it measures 33""WX12""DX15""H has 2 Doors ",34,1,0,"Catalog, Search",395.43,170.0349,,,"aspen-white-wall-cabinet-33""x15""-asp-w3315""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""350""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3318,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 33""x18""","Aspen White- Wall Cabinet 33""x18"" it measures 33""WX12""DX18""H has 2 Doors ",36,1,0,"Catalog, Search",441.29,189.7547,,,"aspen-white-wall-cabinet-33""x18""-asp-w3318""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""355""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3321,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 33""x21""","Aspen White- Wall Cabinet 33""x21"" it measures 33""WX12""DX21""H has 2 Doors ",38,1,0,"Catalog, Search",486.65,209.2595,,,"aspen-white-wall-cabinet-33""x21""-asp-w3321""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""360""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3324,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 33""x24""","Aspen White- Wall Cabinet 33""x24"" it measures 33""WX12""DX24""H has 2 Doors ",40,1,0,"Catalog, Search",504.67,217.0081,,,"aspen-white-wall-cabinet-33""x24""-asp-w3324""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""365""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3330,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 33""x30""","Aspen White- Wall Cabinet 33""x30"" it measures 33""WX12""DX30""H has 2 Doors with Shelves",44,1,0,"Catalog, Search",565.28,243.0704,,,"aspen-white-wall-cabinet-33""x30""-asp-w3330""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""370""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3336,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 33""x36""","Aspen White- Wall Cabinet 33""x36"" it measures 33""WX12""DX36""H has 2 Doors with Shelves",46,1,0,"Catalog, Search",607.53,261.2379,,,"aspen-white-wall-cabinet-33""x36""-asp-w3336""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""375""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-W3342,,Default,simple,Default Category/Shop Cabinets/Kitchen Cabinets/Aspen White/Wall Cabinets,,"Aspen White- Wall Cabinet 33""x42""","Aspen White- Wall Cabinet 33""x42"" it measures 33""WX12""DX42""H has 2 Doors with Shelves",48,1,0,"Catalog, Search",906.82,389.9326,,,"aspen-white-wall-cabinet-33""x42""-asp-w3342""",,,,,,,,,,,,,,,,,,,,,,"free_sample=""No"",is_assemble=""1"",warehouse_zipcode=""31513"",kitchen_cabinet_sort_order=""380""",999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
